Timestamp,Temperature_Fahrenheit,Relative_Humidity
2025-06-28 3:33:00,74.66,77.8
2025-06-28 3:48:00,74.66,77.8
2025-06-28 4:03:00,74.66,77.8
2025-06-28 4:18:00,74.66,77.8
2025-06-28 4:33:00,74.66,77.8
2025-06-28 4:48:00,74.48,77.8
2025-06-28 5:03:00,74.48,77.8
2025-06-28 5:18:00,74.48,77.8
2025-06-28 5:33:00,74.48,77.8
2025-06-28 5:48:00,74.48,77.9
2025-06-28 6:03:00,74.48,77.9
2025-06-28 6:18:00,74.48,77.8
2025-06-28 6:33:00,74.48,77.9
2025-06-28 6:48:00,74.48,77.9
2025-06-28 7:03:00,74.48,77.8
2025-06-28 7:18:00,74.48,77.9
2025-06-28 7:33:00,74.48,77.8
2025-06-28 7:48:00,74.48,77.9
2025-06-28 8:03:00,74.48,77.9
2025-06-28 8:18:00,74.48,77.9
2025-06-28 8:33:00,74.66,77.9
2025-06-28 8:48:00,74.66,77.9
2025-06-28 9:03:00,74.66,77.9
2025-06-28 9:18:00,74.66,77.9
2025-06-28 9:33:00,74.84,77.9
2025-06-28 9:48:00,75.2,77.9
2025-06-28 10:03:00,75.38,78
2025-06-28 10:18:00,75.74,78
2025-06-28 10:33:00,76.1,78
2025-06-28 10:48:00,76.1,78
2025-06-28 11:03:00,76.28,78
2025-06-28 11:18:00,76.28,78
2025-06-28 11:33:00,76.28,78
2025-06-28 11:48:00,76.28,78
2025-06-28 12:03:00,76.46,78
2025-06-28 12:18:00,76.46,78
2025-06-28 12:33:00,76.46,78
2025-06-28 12:48:00,76.46,78
2025-06-28 13:03:00,76.46,78
2025-06-28 13:18:00,76.64,78
2025-06-28 13:33:00,76.82,78.1
2025-06-28 13:48:00,76.82,78.1
2025-06-28 14:03:00,76.82,78.1
2025-06-28 14:18:00,76.82,78
2025-06-28 14:33:00,76.82,78
2025-06-28 14:48:00,76.64,78
2025-06-28 15:03:00,76.64,78
2025-06-28 15:18:00,77.36,78.3
2025-06-28 15:33:00,78.98,78.5
2025-06-28 15:48:00,80.6,78.8
2025-06-28 16:03:00,82.22,79
2025-06-28 16:18:00,83.84,79.1
2025-06-28 16:33:00,86.18,79.3
2025-06-28 16:48:00,87.62,79.4
2025-06-28 17:03:00,88.52,79.4
2025-06-28 17:18:00,89.42,79.4
2025-06-28 17:33:00,90.32,79.5
2025-06-28 17:48:00,91.58,79.6
2025-06-28 18:03:00,92.84,79.7
2025-06-28 18:18:00,93.38,79.7
2025-06-28 18:33:00,95.36,79.9
2025-06-28 18:48:00,96.62,79.9
2025-06-28 19:03:00,97.52,79.9
2025-06-28 19:18:00,98.24,79.9
2025-06-28 19:33:00,98.42,79.9
2025-06-28 19:48:00,99.32,79.9
2025-06-28 20:03:00,99.68,79.8
2025-06-28 20:18:00,99.86,79.8
2025-06-28 20:33:00,100,79.8
2025-06-28 20:48:00,100.4,79.8
2025-06-28 21:03:00,100.6,79.8
2025-06-28 21:18:00,100.8,79.8
2025-06-28 21:33:00,100.9,79.8
2025-06-28 21:48:00,101.1,79.8
2025-06-28 22:03:00,101.1,79.7
2025-06-28 22:18:00,99.32,79
2025-06-28 22:33:00,96.08,78.2
2025-06-28 22:48:00,92.66,77.7
2025-06-28 23:03:00,89.96,77.5
2025-06-28 23:18:00,87.98,77.4
2025-06-28 23:33:00,86.18,77.3
2025-06-28 23:48:00,84.74,77.3
2025-06-29 0:03:00,83.66,77.3
2025-06-29 0:18:00,82.58,77.3
2025-06-29 0:33:00,81.86,77.4
2025-06-29 0:48:00,81.68,77.4
2025-06-29 1:03:00,80.96,77.4
2025-06-29 1:18:00,80.6,77.5
2025-06-29 1:33:00,79.88,77.5
2025-06-29 1:48:00,79.88,77.6
2025-06-29 2:03:00,79.34,77.6
2025-06-29 2:18:00,78.98,77.7
2025-06-29 2:33:00,78.98,77.7
2025-06-29 2:48:00,78.62,77.7
2025-06-29 3:03:00,78.44,77.8
2025-06-29 3:18:00,78.26,77.8
2025-06-29 3:33:00,78.26,77.8
2025-06-29 3:48:00,78.08,77.8
2025-06-29 4:03:00,78.08,77.9
2025-06-29 4:18:00,78.08,77.9
2025-06-29 4:33:00,77.9,77.9
2025-06-29 4:48:00,77.9,77.9
2025-06-29 5:03:00,77.9,78
2025-06-29 5:18:00,77.9,78
2025-06-29 5:33:00,77.72,78
2025-06-29 5:48:00,77.72,78
2025-06-29 6:03:00,77.72,78
2025-06-29 6:18:00,77.72,78
2025-06-29 6:33:00,77.72,78.1
2025-06-29 6:48:00,77.72,78.1
2025-06-29 7:03:00,77.72,78.1
2025-06-29 7:18:00,77.54,78.1
2025-06-29 7:33:00,77.54,78.1
2025-06-29 7:48:00,77.54,78.1
2025-06-29 8:03:00,77.54,78.1
2025-06-29 8:18:00,77.54,78.2
2025-06-29 8:33:00,77.54,78.2
2025-06-29 8:48:00,77.54,78.1
2025-06-29 9:03:00,77.36,78.1
2025-06-29 9:18:00,77.36,78.2
2025-06-29 9:33:00,77.36,78.2
2025-06-29 9:48:00,77.36,78.2
2025-06-29 10:03:00,77.36,78.2
2025-06-29 10:18:00,77.36,78.3
2025-06-29 10:33:00,77.36,78.3
2025-06-29 10:48:00,77.54,78.3
2025-06-29 11:03:00,77.54,78.3
2025-06-29 11:18:00,77.54,78.3
2025-06-29 11:33:00,77.54,78.3
2025-06-29 11:48:00,77.54,78.3
2025-06-29 12:03:00,77.72,78.4
2025-06-29 12:18:00,77.72,78.4
2025-06-29 12:33:00,77.72,78.3
2025-06-29 12:48:00,77.72,78.3
2025-06-29 13:03:00,77.72,78.3
2025-06-29 13:18:00,77.72,78.3
2025-06-29 13:33:00,77.54,78.3
2025-06-29 13:48:00,77.54,78.3
2025-06-29 14:03:00,77.54,78.3
2025-06-29 14:18:00,77.54,78.3
2025-06-29 14:33:00,77.36,78.3
2025-06-29 14:48:00,77.36,78.3
2025-06-29 15:03:00,77.36,78.3
2025-06-29 15:18:00,77.36,78.3
2025-06-29 15:33:00,77.36,78.3
2025-06-29 15:48:00,77.36,78.3
2025-06-29 16:03:00,77.18,78.3
2025-06-29 16:18:00,77.36,78.3
2025-06-29 16:33:00,77.18,78.3
2025-06-29 16:48:00,77.18,78.3
2025-06-29 17:03:00,77.18,78.3
2025-06-29 17:18:00,77.18,78.3
2025-06-29 17:33:00,80.06,80.4
2025-06-29 17:48:00,83.12,80.4
2025-06-29 18:03:00,85.46,80.1
2025-06-29 18:18:00,87.26,79.8
2025-06-29 18:33:00,88.16,79.6
2025-06-29 18:48:00,88.7,79.4
2025-06-29 19:03:00,89.06,79.3
2025-06-29 19:18:00,89.24,79.2
2025-06-29 19:33:00,89.42,79.2
2025-06-29 19:48:00,89.6,79.1
2025-06-29 20:03:00,89.6,79.1
2025-06-29 20:18:00,89.6,79
2025-06-29 20:33:00,89.6,79
2025-06-29 20:48:00,89.42,78.9
2025-06-29 21:03:00,89.42,78.9
2025-06-29 21:18:00,89.24,78.9
2025-06-29 21:33:00,89.24,78.9
2025-06-29 21:48:00,89.06,78.9
2025-06-29 22:03:00,88.88,78.9
2025-06-29 22:18:00,88.88,78.9
2025-06-29 22:33:00,88.88,78.9
2025-06-29 22:48:00,88.7,78.9
2025-06-29 23:03:00,88.52,78.9
2025-06-29 23:18:00,88.34,78.9
2025-06-29 23:33:00,88.16,78.9
2025-06-29 23:48:00,87.98,78.9
2025-06-30 0:03:00,87.98,78.9
2025-06-30 0:18:00,87.8,78.9
2025-06-30 0:33:00,87.62,78.9
2025-06-30 0:48:00,87.44,78.9
2025-06-30 1:03:00,87.26,78.9
2025-06-30 1:18:00,87.26,78.9
2025-06-30 1:33:00,87.08,78.9
2025-06-30 1:48:00,87.08,78.9
2025-06-30 2:03:00,86.9,78.9
2025-06-30 2:18:00,86.72,78.9
2025-06-30 2:33:00,86.54,78.9
2025-06-30 2:48:00,86.36,78.9
2025-06-30 3:03:00,86.36,78.9
2025-06-30 3:18:00,86.18,78.9
2025-06-30 3:33:00,86.18,78.9
2025-06-30 3:48:00,86,78.9
2025-06-30 4:03:00,85.82,78.9
2025-06-30 4:18:00,85.64,78.9
2025-06-30 4:33:00,85.64,78.9
2025-06-30 4:48:00,85.46,78.9
2025-06-30 5:03:00,85.28,78.9
2025-06-30 5:18:00,85.28,78.9
2025-06-30 5:33:00,85.1,78.9
2025-06-30 5:48:00,85.1,78.9
2025-06-30 6:03:00,84.92,78.9
2025-06-30 6:18:00,84.92,78.9
2025-06-30 6:33:00,84.74,78.9
2025-06-30 6:48:00,84.74,78.9
2025-06-30 7:03:00,84.56,78.9
2025-06-30 7:18:00,84.56,78.9
2025-06-30 7:33:00,84.38,78.9
2025-06-30 7:48:00,84.38,78.9
2025-06-30 8:03:00,84.38,78.9
2025-06-30 8:18:00,84.2,78.9
2025-06-30 8:33:00,84.2,78.9
2025-06-30 8:48:00,84.02,78.9
2025-06-30 9:03:00,84.02,78.9
2025-06-30 9:18:00,83.84,78.9
2025-06-30 9:33:00,83.84,79
2025-06-30 9:48:00,84.02,79
2025-06-30 10:03:00,84.02,79
2025-06-30 10:18:00,84.2,79.1
2025-06-30 10:33:00,84.38,79.1
2025-06-30 10:48:00,84.38,79.1
2025-06-30 11:03:00,84.56,79.1
2025-06-30 11:18:00,84.56,79.1
2025-06-30 11:33:00,84.56,79.1
2025-06-30 11:48:00,84.74,79.1
2025-06-30 12:03:00,84.74,79.1
2025-06-30 12:18:00,84.92,79.1
2025-06-30 12:33:00,84.92,79.1
2025-06-30 12:48:00,84.92,79.1
2025-06-30 13:03:00,85.1,79.1
2025-06-30 13:18:00,85.1,79.1
2025-06-30 13:33:00,85.28,79.1
2025-06-30 13:48:00,85.28,79.1
2025-06-30 14:03:00,85.28,79.2
2025-06-30 14:18:00,85.46,79.1
2025-06-30 14:33:00,85.64,79.2
2025-06-30 14:48:00,85.64,79.2
2025-06-30 15:03:00,85.82,79.2
2025-06-30 15:18:00,85.82,79.2
2025-06-30 15:33:00,86,79.2
2025-06-30 15:48:00,86,79.2
2025-06-30 16:03:00,86,79.2
2025-06-30 16:18:00,86.18,79.2
2025-06-30 16:33:00,86.18,79.2
2025-06-30 16:48:00,86.18,79.2
2025-06-30 17:03:00,86.36,79.2
2025-06-30 17:18:00,86.36,79.2
2025-06-30 17:33:00,86.54,79.2
2025-06-30 17:48:00,86.54,79.2
2025-06-30 18:03:00,86.72,79.2
2025-06-30 18:18:00,86.72,79.2
2025-06-30 18:33:00,86.72,79.2
2025-06-30 18:48:00,86.54,79.1
2025-06-30 19:03:00,86.54,79.1
2025-06-30 19:18:00,86.54,79.1
2025-06-30 19:33:00,86.36,79.1
2025-06-30 19:48:00,86.36,79.1
2025-06-30 20:03:00,86.18,79
2025-06-30 20:18:00,85.82,79
2025-06-30 20:33:00,85.64,79
2025-06-30 20:48:00,85.28,78.9
2025-06-30 21:03:00,84.92,78.9
2025-06-30 21:18:00,84.56,78.9
2025-06-30 21:33:00,84.56,79
2025-06-30 21:48:00,84.38,79
2025-06-30 22:03:00,84.38,79.1
2025-06-30 22:18:00,84.56,79.1
2025-06-30 22:33:00,84.56,79.1
2025-06-30 22:48:00,84.56,79.1
2025-06-30 23:03:00,84.38,79.1
2025-06-30 23:18:00,84.38,79.1
2025-06-30 23:33:00,84.38,79.1
2025-06-30 23:48:00,84.38,79.1
2025-07-01 0:03:00,84.38,79.1
2025-07-01 0:18:00,84.38,79.1
2025-07-01 0:33:00,84.2,79.1
2025-07-01 0:48:00,84.2,79.1
2025-07-01 1:03:00,84.02,79.1
2025-07-01 1:18:00,84.02,79.1
2025-07-01 1:33:00,84.02,79.1
2025-07-01 1:48:00,84.02,79.1
2025-07-01 2:03:00,83.84,79.1
2025-07-01 2:18:00,83.84,79.1
2025-07-01 2:33:00,83.84,79.2
2025-07-01 2:48:00,83.84,79.2
2025-07-01 3:03:00,83.66,79.2
2025-07-01 3:18:00,83.66,79.2
2025-07-01 3:33:00,83.66,79.2
2025-07-01 3:48:00,83.66,79.2
2025-07-01 4:03:00,83.66,79.2
2025-07-01 4:18:00,83.48,79.2
2025-07-01 4:33:00,83.48,79.2
2025-07-01 4:48:00,83.48,79.2
2025-07-01 5:03:00,83.48,79.2
2025-07-01 5:18:00,83.48,79.2
2025-07-01 5:33:00,83.3,79.2
2025-07-01 5:48:00,83.3,79.2
2025-07-01 6:03:00,83.3,79.2
2025-07-01 6:18:00,83.3,79.2
2025-07-01 6:33:00,83.12,79.2
2025-07-01 6:48:00,83.12,79.2
2025-07-01 7:03:00,83.12,79.2
2025-07-01 7:18:00,83.12,79.2
2025-07-01 7:33:00,82.94,79.2
2025-07-01 7:48:00,82.94,79.2
2025-07-01 8:03:00,82.94,79.2
2025-07-01 8:18:00,82.76,79.2
2025-07-01 8:33:00,82.76,79.2
2025-07-01 8:48:00,82.76,79.2
2025-07-01 9:03:00,82.76,79.2
2025-07-01 9:18:00,82.76,79.3
2025-07-01 9:33:00,82.94,79.3
2025-07-01 9:48:00,82.94,79.3
2025-07-01 10:03:00,83.12,79.3
2025-07-01 10:18:00,83.12,79.3
2025-07-01 10:33:00,83.12,79.3
2025-07-01 10:48:00,83.12,79.3
2025-07-01 11:03:00,83.12,79.3
2025-07-01 11:18:00,83.3,79.3
2025-07-01 11:33:00,83.48,79.4
2025-07-01 11:48:00,83.48,79.4
2025-07-01 12:03:00,83.66,79.4
2025-07-01 12:18:00,83.66,79.4
2025-07-01 12:33:00,83.84,79.4
2025-07-01 12:48:00,84.02,79.4
2025-07-01 13:03:00,84.2,79.4
2025-07-01 13:18:00,84.38,79.5
2025-07-01 13:33:00,84.38,79.5
2025-07-01 13:48:00,84.56,79.5
2025-07-01 14:03:00,84.74,79.5
2025-07-01 14:18:00,84.74,79.5
2025-07-01 14:33:00,84.92,79.5
2025-07-01 14:48:00,85.1,79.5
2025-07-01 15:03:00,85.1,79.5
2025-07-01 15:18:00,85.28,79.5
2025-07-01 15:33:00,85.28,79.5
2025-07-01 15:48:00,85.28,79.5
2025-07-01 16:03:00,85.46,79.5
2025-07-01 16:18:00,85.46,79.5
2025-07-01 16:33:00,85.64,79.5
2025-07-01 16:48:00,85.64,79.5
2025-07-01 17:03:00,85.82,79.5
2025-07-01 17:18:00,85.82,79.5
2025-07-01 17:33:00,85.82,79.5
2025-07-01 17:48:00,86,79.5
2025-07-01 18:03:00,86,79.5
2025-07-01 18:18:00,86,79.5
2025-07-01 18:33:00,86.18,79.5
2025-07-01 18:48:00,86.18,79.5
2025-07-01 19:03:00,86.18,79.5
2025-07-01 19:18:00,86.18,79.5
2025-07-01 19:33:00,86.18,79.5
2025-07-01 19:48:00,86.18,79.5
2025-07-01 20:03:00,86.18,79.5
2025-07-01 20:18:00,86.18,79.5
2025-07-01 20:33:00,86.18,79.5
2025-07-01 20:48:00,86.18,79.5
2025-07-01 21:03:00,86.18,79.5
2025-07-01 21:18:00,86,79.5
2025-07-01 21:33:00,86,79.5
2025-07-01 21:48:00,86,79.5
2025-07-01 22:03:00,86,79.5
2025-07-01 22:18:00,85.82,79.5
2025-07-01 22:33:00,85.82,79.5
2025-07-01 22:48:00,85.82,79.5
2025-07-01 23:03:00,85.64,79.5
2025-07-01 23:18:00,85.64,79.5
2025-07-01 23:33:00,85.64,79.5
2025-07-01 23:48:00,85.46,79.5
2025-07-02 0:03:00,85.46,79.5
2025-07-02 0:18:00,85.46,79.5
2025-07-02 0:33:00,85.28,79.5
2025-07-02 0:48:00,85.28,79.5
2025-07-02 1:03:00,85.28,79.5
2025-07-02 1:18:00,85.28,79.5
2025-07-02 1:33:00,85.1,79.5
2025-07-02 1:48:00,85.1,79.5
2025-07-02 2:03:00,85.1,79.4
2025-07-02 2:18:00,84.92,79.4
2025-07-02 2:33:00,84.92,79.5
2025-07-02 2:48:00,84.92,79.5
2025-07-02 3:03:00,84.74,79.4
2025-07-02 3:18:00,84.74,79.4
2025-07-02 3:33:00,84.74,79.4
2025-07-02 3:48:00,84.74,79.5
2025-07-02 4:03:00,84.56,79.5
2025-07-02 4:18:00,84.56,79.4
2025-07-02 4:33:00,84.56,79.4
2025-07-02 4:48:00,84.56,79.5
2025-07-02 5:03:00,84.38,79.5
2025-07-02 5:18:00,84.38,79.5
2025-07-02 5:33:00,84.38,79.5
2025-07-02 5:48:00,84.38,79.5
2025-07-02 6:03:00,84.38,79.5
2025-07-02 6:18:00,84.2,79.5
2025-07-02 6:33:00,84.2,79.5
2025-07-02 6:48:00,84.2,79.5
2025-07-02 7:03:00,84.02,79.5
2025-07-02 7:18:00,84.02,79.5
2025-07-02 7:33:00,84.02,79.5
2025-07-02 7:48:00,84.02,79.5
2025-07-02 8:03:00,84.02,79.5
2025-07-02 8:18:00,84.02,79.5
2025-07-02 8:33:00,84.02,79.5
2025-07-02 8:48:00,84.02,79.5
2025-07-02 9:03:00,84.02,79.6
2025-07-02 9:18:00,84.02,79.6
2025-07-02 9:33:00,84.02,79.6
2025-07-02 9:48:00,84.02,79.6
2025-07-02 10:03:00,84.02,79.6
2025-07-02 10:18:00,84.02,79.6
2025-07-02 10:33:00,84.2,79.7
2025-07-02 10:48:00,84.2,79.7
2025-07-02 11:03:00,84.38,79.7
2025-07-02 11:18:00,84.38,79.7
2025-07-02 11:33:00,84.38,79.7
2025-07-02 11:48:00,84.56,79.7
2025-07-02 12:03:00,84.56,79.7
2025-07-02 12:18:00,84.74,79.8
2025-07-02 12:33:00,84.92,79.8
2025-07-02 12:48:00,84.92,79.8
2025-07-02 13:03:00,85.1,79.8
2025-07-02 13:18:00,85.28,79.8
2025-07-02 13:33:00,85.28,79.9
2025-07-02 13:48:00,85.28,79.9
2025-07-02 14:03:00,85.46,79.8
2025-07-02 14:18:00,85.46,79.9
2025-07-02 14:33:00,85.64,79.9
2025-07-02 14:48:00,85.64,79.9
2025-07-02 15:03:00,85.82,79.9
2025-07-02 15:18:00,85.82,79.9
2025-07-02 15:33:00,86,79.9
2025-07-02 15:48:00,86,79.9
2025-07-02 16:03:00,86,79.9
2025-07-02 16:18:00,86,79.9
2025-07-02 16:33:00,87.62,79.3
2025-07-02 16:48:00,82.4,77.5
2025-07-02 17:03:00,81.86,77
2025-07-02 17:18:00,81.32,77
2025-07-02 17:33:00,81.32,76.8
2025-07-02 17:48:00,80.96,77
2025-07-02 18:03:00,81.68,77
2025-07-02 18:18:00,81.32,77.1
2025-07-02 18:33:00,81.68,77.1
2025-07-02 18:48:00,81.32,77.1
2025-07-02 19:03:00,81.86,77.4
2025-07-02 19:18:00,81.68,77.1
2025-07-02 19:33:00,81.86,77.3
2025-07-02 19:48:00,81.68,76.7
2025-07-02 20:03:00,81.86,77.3
2025-07-02 20:18:00,81.5,76.6
2025-07-02 20:33:00,81.5,77.3
2025-07-02 20:48:00,82.04,77.4
2025-07-02 21:03:00,81.86,77.1
2025-07-02 21:18:00,82.22,77.5
2025-07-02 21:33:00,82.04,76.8
2025-07-02 21:48:00,82.22,77.3
2025-07-02 22:03:00,82.22,76.8
2025-07-02 22:18:00,82.58,77.1
2025-07-02 22:33:00,82.58,76.7
2025-07-02 22:48:00,82.94,77.2
2025-07-02 23:03:00,82.94,77
2025-07-02 23:18:00,82.94,76.9
2025-07-02 23:33:00,83.12,77.1
2025-07-02 23:48:00,82.94,76.8
2025-07-03 0:03:00,82.76,77.2
2025-07-03 0:18:00,82.22,76.6
2025-07-03 0:33:00,81.86,77.4
2025-07-03 0:48:00,81.86,77.4
2025-07-03 1:03:00,81.5,77.5
2025-07-03 1:18:00,81.68,77.9
2025-07-03 1:33:00,81.86,77.9
2025-07-03 1:48:00,81.68,77.5
2025-07-03 2:03:00,81.68,78
2025-07-03 2:18:00,81.32,77.9
2025-07-03 2:33:00,80.6,78.2
2025-07-03 2:48:00,80.42,78.7
2025-07-03 3:03:00,80.42,78.9
2025-07-03 3:18:00,79.88,78.7
2025-07-03 3:33:00,79.88,79.3
2025-07-03 3:48:00,79.88,79.5
2025-07-03 4:03:00,79.34,79.1
2025-07-03 4:18:00,79.34,79.8
2025-07-03 4:33:00,79.52,80
2025-07-03 4:48:00,79.52,79.7
2025-07-03 5:03:00,79.16,80
2025-07-03 5:18:00,79.34,80.2
2025-07-03 5:33:00,79.52,80.2
2025-07-03 5:48:00,78.98,80
2025-07-03 6:03:00,79.16,80.4
2025-07-03 6:18:00,79.34,80.4
2025-07-03 6:33:00,78.98,79.9
2025-07-03 6:48:00,79.16,80.5
2025-07-03 7:03:00,79.34,80.4
2025-07-03 7:18:00,78.98,80.2
2025-07-03 7:33:00,78.98,80.7
2025-07-03 7:48:00,78.8,80.3
2025-07-03 8:03:00,78.98,80.8
2025-07-03 8:18:00,78.8,80.3
2025-07-03 8:33:00,78.98,80.9
2025-07-03 8:48:00,78.98,80.8
2025-07-03 9:03:00,79.16,80.9
2025-07-03 9:18:00,79.88,81
2025-07-03 9:33:00,80.24,80.2
2025-07-03 9:48:00,80.96,80.4
2025-07-03 10:03:00,81.32,79.2
2025-07-03 10:18:00,81.68,79.3
2025-07-03 10:33:00,81.86,79.1
2025-07-03 10:48:00,81.68,78.7
2025-07-03 11:03:00,81.86,79.1
2025-07-03 11:18:00,81.86,78.6
2025-07-03 11:33:00,82.04,78.9
2025-07-03 11:48:00,82.04,78.2
2025-07-03 12:03:00,82.4,78.7
2025-07-03 12:18:00,82.22,78
2025-07-03 12:33:00,82.4,78.7
